"id","date","uri","uri_lvl_0","uri_lvl_1","uri_title","session_key"
21384,2024-10-27 01:15:07.712 +0700,http://yudopr.dev/home.php/?xsec=team,"404",,Halaman tidak ditemukan,gpw0wwn4ehi1s2m1inc80kmqwedyvytp
21383,2024-10-27 01:15:06.855 +0700,http://yudopr.dev/wp-content/,"404",,Halaman tidak ditemukan,k5mxiaatgzuttd1nr2i9zvc11syr764y
21382,2024-10-27 01:15:06.269 +0700,http://yudopr.dev/dropdown.php/,"404",,Halaman tidak ditemukan,oud0bifl4g9aanck9ydxpe72ry3o5kq3
21381,2024-10-27 01:15:04.472 +0700,http://yudopr.dev/test.php/,"404",,Halaman tidak ditemukan,dwph73se1c6hy2s3ysgrw2qe86m8j4r0
21380,2024-10-27 01:15:02.249 +0700,http://yudopr.dev/mah.php/,"404",,Halaman tidak ditemukan,"0075x1acl72qmac2irb342lpzn5dtsja"
21379,2024-10-27 01:15:01.328 +0700,http://yudopr.dev/alfanew.PhP7/,"404",,Halaman tidak ditemukan,b0zt2imvb3chqu5tm036ua9oxmljigfy
21378,2024-10-27 01:15:00.428 +0700,http://yudopr.dev/simple.php/,"404",,Halaman tidak ditemukan,d2yknz5epphjtk2nb1k04d2ilf54psbp
21377,2024-10-27 01:14:59.625 +0700,http://yudopr.dev/file.php/,"404",,Halaman tidak ditemukan,"6ajzc5js7gtn24pwzx54ljtsldrkijsh"
21376,2024-10-27 01:14:58.663 +0700,http://yudopr.dev/admin.php/,"404",,Halaman tidak ditemukan,"5xkrfz9zkm1bp6bwwe7ol39f5nnfxuj5"
21375,2024-10-27 01:14:57.805 +0700,http://yudopr.dev/chosen.php/,"404",,Halaman tidak ditemukan,q4jh6ign73s1fws2nrz9szltoosede4p
21374,2024-10-27 01:14:56.987 +0700,http://yudopr.dev/about.php/,"404",,Halaman tidak ditemukan,"343tq4gew423j76dcbtzaqj012qpztdd"
21373,2024-10-27 01:14:55.774 +0700,http://yudopr.dev/upload.php/,"404",,Halaman tidak ditemukan,"4t0vvvyivb6eykzm877pfrn9tmos07sc"
21372,2024-10-27 01:14:54.474 +0700,http://yudopr.dev/wp-22.php/?bction=ping,"404",,Halaman tidak ditemukan,"3cdy54w94tk9flu3gjwjze467uctkpyh"
21371,2024-10-27 01:14:50.370 +0700,http://yudopr.dev/randkeyword.PhP7/,"404",,Halaman tidak ditemukan,fis3e38zzkfcy6niowel3f0bc87ldek9
21370,2024-10-27 01:14:49.028 +0700,http://yudopr.dev/ova.php/,"404",,Halaman tidak ditemukan,zck9x4ujijj36lqwyu92rv22fm140j3f
21369,2024-10-27 01:14:48.095 +0700,http://yudopr.dev/back.php/,"404",,Halaman tidak ditemukan,s6c6l4bjrq1p9nf294mb0fipt29v7lrs
21368,2024-10-27 01:14:45.853 +0700,http://yudopr.dev/wp-add.php/,"404",,Halaman tidak ditemukan,bra9j1uo86tvl3fc4ennveltbzsucyvt
21367,2024-10-27 01:14:41.692 +0700,http://yudopr.dev/edit.php/,"404",,Halaman tidak ditemukan,eqlqolp8ww57a1hgwbqd0y7cory4v47l
21366,2024-10-27 01:14:38.649 +0700,http://yudopr.dev/hehehehe.php/,"404",,Halaman tidak ditemukan,i285synv2k1yru8vf3gvj1bre5uw0990
21365,2024-10-27 01:14:37.247 +0700,http://yudopr.dev/insoamv.php/,"404",,Halaman tidak ditemukan,t55caje3fisjyo1tz2og2lscvgmmiqd3
21364,2024-10-27 01:14:34.874 +0700,http://yudopr.dev/wp-activate.php/,"404",,Halaman tidak ditemukan,"7stgbeemctx1yjxf7mvf6y0w8x4l8wig"
21363,2024-10-27 01:14:33.859 +0700,http://yudopr.dev/gzak2w.php/,"404",,Halaman tidak ditemukan,gd3utzpm8dtparl90dgf9ywrjexp8h3a
21362,2024-10-27 00:57:44.060 +0700,http://yudopr.dev/,home,,Home,fgr2tjuxnl73uaojd8e6tzcarkeoorsv
21361,2024-10-27 00:51:04.449 +0700,http://yudopr.dev/,home,,Home,q64fi7mtmc4ymtzk3jukw3gqlji3x76y
21360,2024-10-27 00:51:03.708 +0700,http://yudopr.dev/,home,,Home,pzgssgc9asxbcmgi9bcuurjcqzm4yabn
21359,2024-10-27 00:51:02.921 +0700,http://yudopr.dev/,home,,Home,"36vzypuupwydxkmkhfzjachqlp8mhrz7"
21358,2024-10-27 00:36:14.251 +0700,http://yudopr.dev/blog/c56/,"404",,Halaman tidak ditemukan,c55ehbmiygm1rqclbpdzi5xxzae1lt01
21357,2024-10-27 00:11:56.300 +0700,http://yudopr.dev/,home,,Home,etkpabc6dmuoyzykyrc5aydz44wd4uoi
21356,2024-10-26 23:49:17.421 +0700,http://yudopr.dev/blog/regresi-linear/,blog,regresi-linear,Regresi Linear (Linear Regression),osr7swow8ydk8b5t12l57wuq38f6czqz
21355,2024-10-26 21:47:44.486 +0700,http://yudopr.dev/,home,,Home,acymlt8ami3zhaxm76cznd246m2g4ty4
21354,2024-10-26 21:25:40.420 +0700,http://yudopr.dev/blog/,blog,,,ctpgnaan5xmv0xb1a4qsrts7ebyermef
21353,2024-10-26 21:21:40.422 +0700,http://yudopr.dev/blog/belajar-sql/,blog,belajar-sql,Belajar SQL (Learn SQL),"0dmsr2ybaomkznx15z5mq65a566luccc"
21352,2024-10-26 19:59:37.698 +0700,http://yudopr.dev/blog/k-means/,blog,k-means,K-Means: Algoritma Clustering Populer untuk Analisis Data (K-Means: A Popular Clustering Algorithm for Data Analysis),rae3cdhpdmti5o1cgq6xwh2pzbkwp3cb
21351,2024-10-26 19:23:48.412 +0700,http://yudopr.dev/,home,,Home,xr7tn4qm75mymunp2hvoozo6ru30y8an
21350,2024-10-26 15:27:39.530 +0700,http://yudopr.dev/,home,,Home,hylnw6e886umr89mrmdah30yup3cgrqq
21349,2024-10-26 14:00:41.154 +0700,http://yudopr.dev/feed/,"404",,Halaman tidak ditemukan,gd8y507fxuzike65grkkaxnp0i9n9ywd
21348,2024-10-26 14:00:37.680 +0700,http://yudopr.dev/,home,,Home,pucq204ihqgmgm1s9gw436ugomcdcm6h
21347,2024-10-26 13:49:13.368 +0700,http://yudopr.dev/,home,,Home,euhq1lsc6i1gyjep8zg6po97phdbwtqt
21346,2024-10-26 13:10:59.552 +0700,http://yudopr.dev/,home,,Home,ddkrt7cfh45gep54ffsd7bn9w81zjl0m
21345,2024-10-26 12:48:36.629 +0700,http://yudopr.dev/,home,,Home,"0powm4hdrhlmixt3f6yi2hr9ap2dnv0b"
21344,2024-10-26 11:10:28.925 +0700,http://yudopr.dev/,home,,Home,x52324j9rydw3kt8xln5xyxwqr9s3g0j
21343,2024-10-26 11:10:27.895 +0700,http://yudopr.dev/,home,,Home,x52324j9rydw3kt8xln5xyxwqr9s3g0j
21342,2024-10-26 10:41:11.097 +0700,http://yudopr.dev/.env/,"404",,Halaman tidak ditemukan,n0un98aomnhb35oxwuvptz7xv2egkw21
21341,2024-10-26 09:40:02.780 +0700,http://yudopr.dev/wp-login.php/,"404",,Halaman tidak ditemukan,bzjll613kr6m7k3u5u0afdld5fvzuiit
21340,2024-10-26 07:01:23.505 +0700,http://yudopr.dev/,home,,Home,"74hbxoffltefldpgdonootpk97zne98k"
21339,2024-10-26 07:01:22.178 +0700,http://yudopr.dev/,home,,Home,"74hbxoffltefldpgdonootpk97zne98k"
21338,2024-10-26 04:02:43.752 +0700,http://yudopr.dev/,home,,Home,"9jbv0xt2bz8qk1fd5y1xv7o0v709htpp"
21337,2024-10-26 02:03:14.912 +0700,http://yudopr.dev/,home,,Home,"4660hrneqwls8wvzfz8ewhhqapmh7ktj"
21336,2024-10-25 21:53:51.772 +0700,http://yudopr.dev/wp-login.php/,"404",,Halaman tidak ditemukan,"0u0ve4ahj6v58ta5wzhc5md2yo9b4mf2"
21335,2024-10-25 21:29:48.384 +0700,http://yudopr.dev/,home,,Home,e9744nst9ujxkldd7g2uj6ilvc1hy965
21334,2024-10-25 20:34:36.439 +0700,http://yudopr.dev/blog/k-means/,blog,k-means,K-Means: Algoritma Clustering Populer untuk Analisis Data (K-Means: A Popular Clustering Algorithm for Data Analysis),"80hs9yg7y1kkms2xrblltnxgejd5zwpr"
21333,2024-10-25 20:32:56.301 +0700,http://yudopr.dev/,home,,Home,cay2y19kft0kar3rgkdacsivta64du0m
21332,2024-10-25 16:57:00.509 +0700,http://yudopr.dev/,home,,Home,"3h8x2kbxwyuaxqr8z9uw89pdzfdf1obz"
21331,2024-10-25 16:56:59.078 +0700,http://yudopr.dev/,home,,Home,"3h8x2kbxwyuaxqr8z9uw89pdzfdf1obz"
21330,2024-10-25 16:40:45.389 +0700,http://yudopr.dev/,home,,Home,"2ehxqgjpxfbtmgi9ivb3fq6cqcmcu92l"
21329,2024-10-25 16:40:41.489 +0700,http://yudopr.dev/,home,,Home,nzdh33xm5xu3vecpejxcjvuolvrw1zts
21328,2024-10-25 16:11:36.440 +0700,http://yudopr.dev/,home,,Home,"23y88ud8jxxkdav3sb0mqp8kp7fu8m5o"
21327,2024-10-25 15:47:48.565 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),bszazwp11rtmjxf3yotnrmcxq62imafv
21326,2024-10-25 14:36:43.770 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),"4k1o0wstxu606hgzzewu0aio9dm2wpmf"
21325,2024-10-25 12:32:41.717 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),"7f6c8v4mrwd599g3aza6g2osa4cid79i"
21324,2024-10-25 12:32:41.264 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),oe6uav2walpxa3rzbz43smlz4f1701ft
21323,2024-10-25 12:11:23.320 +0700,http://yudopr.dev/,home,,Home,jxdzpfubra47ctkj55q62aoh88hcb48j
21322,2024-10-25 08:52:25.407 +0700,http://yudopr.dev/blog/k-means/,blog,k-means,K-Means: Algoritma Clustering Populer untuk Analisis Data (K-Means: A Popular Clustering Algorithm for Data Analysis),okb1yokor62bqedkc037b1a2yawsbnnw
21321,2024-10-25 08:01:48.224 +0700,http://yudopr.dev/,home,,Home,dmkd8cr12wml5enf0v6gox4wamiapxzb
21320,2024-10-25 07:55:33.498 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),qnwreta1nju3vldaabsxtfl50cyfl2gk
21319,2024-10-25 06:14:31.223 +0700,http://yudopr.dev/,home,,Home,xwu5zmoj6zz6hhqczqxf2bbnhpk5hrby
21318,2024-10-25 06:02:14.274 +0700,http://yudopr.dev/,home,,Home,kuyq3a6qwozvf6r759etvnx9vgk4zrwb
21317,2024-10-25 05:53:57.283 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),"98vbv7hvo6gplq3o0ou4l46i2xerow0n"
21316,2024-10-25 05:53:56.536 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),cm6sl3a9ltmj5a1dxh4i7zn6tr2v2bz5
21315,2024-10-25 04:05:22.869 +0700,http://yudopr.dev/,home,,Home,"78r97trx2x7m4lwk6znmbqr52qliom1r"
21314,2024-10-25 03:30:46.350 +0700,http://yudopr.dev/config.json/,"404",,Halaman tidak ditemukan,"5t2x2xqdftnnkbs31qea1xj3g1detjp4"
21313,2024-10-25 03:30:40.263 +0700,http://yudopr.dev/blog/.env/,"404",,Halaman tidak ditemukan,bzjb605iylvf76lr3xi64raqkpdbcpgs
21312,2024-10-25 03:30:38.422 +0700,http://yudopr.dev/.env.example/,"404",,Halaman tidak ditemukan,bcpy2itcb960ulw90mgw76pyexgow0nh
21311,2024-10-25 03:30:37.052 +0700,http://yudopr.dev/.env/,"404",,Halaman tidak ditemukan,boeju0lzaf0qroecx6vt1srj3w7zj87d
21310,2024-10-25 03:28:57.378 +0700,http://yudopr.dev/,home,,Home,rapbxtapi95l14nazl3lkcnigl9jwql8
21309,2024-10-25 03:28:57.112 +0700,http://yudopr.dev/,home,,Home,rapbxtapi95l14nazl3lkcnigl9jwql8
21308,2024-10-25 01:45:54.476 +0700,http://yudopr.dev/.env.bak/,"404",,Halaman tidak ditemukan,nsft5guidwmequ25l03cl5s3phbnvp07
21307,2024-10-25 01:45:52.823 +0700,http://yudopr.dev/test.php/,"404",,Halaman tidak ditemukan,r5zo58uv4ve8geuizo97fb8s9jweuw5l
21306,2024-10-25 01:45:49.520 +0700,http://yudopr.dev/aws.yml/,"404",,Halaman tidak ditemukan,lvir0h53q4meei819kupf4y7i88i1kud
21305,2024-10-25 01:45:48.305 +0700,http://yudopr.dev/phpinfo/,"404",,Halaman tidak ditemukan,xxugvwlogxy62hez218o0kbhelrlavhg
21304,2024-10-25 01:45:46.910 +0700,http://yudopr.dev/info.php/,"404",,Halaman tidak ditemukan,"9bnzwd8nyiwtdfto1n05it7925kdwvea"
21303,2024-10-25 01:45:44.917 +0700,http://yudopr.dev/phpinfo.php/,"404",,Halaman tidak ditemukan,"1go546eswabotz2nlcxddadbdwrjt4cm"
21302,2024-10-25 00:44:12.884 +0700,http://yudopr.dev/,home,,Home,qyvsmgpoi6n1e6xeylbepvkwuto0q3xv
21301,2024-10-25 00:44:11.958 +0700,http://yudopr.dev/,home,,Home,q8yiivpjse3c4utolt34x5iusof09jy4
21300,2024-10-25 00:38:57.148 +0700,http://yudopr.dev/,home,,Home,"7zsly8dv9ruthjbkwtnaymdaq7itzbz7"
21299,2024-10-25 00:38:56.263 +0700,http://yudopr.dev/,home,,Home,ort1rszj1qkyjwqmmnmy4jzmbk8jgdkf
21298,2024-10-24 22:22:28.587 +0700,http://yudopr.dev/blog/k-means/,blog,k-means,K-Means: Algoritma Clustering Populer untuk Analisis Data (K-Means: A Popular Clustering Algorithm for Data Analysis),"9akafl6maqqaxcsc7587lttlsfph15qh"
21297,2024-10-24 21:55:04.678 +0700,http://yudopr.dev/,home,,Home,x1sky8yz97mergvdugu2ewl1bn3q7f5d
21296,2024-10-24 21:38:01.232 +0700,http://yudopr.dev/blog/koleksi-dataset/,blog,koleksi-dataset,Koleksi Dataset (Dataset and Database Collections),o8vaixfxjmzf9xd0m7xgtoflr4y055oz
21295,2024-10-24 21:38:00.603 +0700,http://yudopr.dev/blog/,blog,,,o8vaixfxjmzf9xd0m7xgtoflr4y055oz
21294,2024-10-24 21:38:00.063 +0700,http://yudopr.dev/blog/belajar-sql/,blog,belajar-sql,Belajar SQL (Learn SQL),o8vaixfxjmzf9xd0m7xgtoflr4y055oz
21293,2024-10-24 21:37:58.460 +0700,http://yudopr.dev/ads.txt/,"404",,Halaman tidak ditemukan,o8vaixfxjmzf9xd0m7xgtoflr4y055oz
21292,2024-10-24 21:37:50.618 +0700,http://yudopr.dev/,home,,Home,"4lxtzefll8t6akgpploj5emxmmgwim4h"
21291,2024-10-24 21:36:47.790 +0700,http://yudopr.dev/,home,,Home,fdqjvmgby58ir9zsies6o0xfjhsdn0to
21290,2024-10-24 21:36:43.685 +0700,http://yudopr.dev/,home,,Home,"80j2kybvkn8f9zoqhg1spteuc46myyr6"
21289,2024-10-24 21:13:34.184 +0700,http://yudopr.dev/,home,,Home,"4xh0plsrhrzu7pjhi2fml6yhvz5cd30x"
21288,2024-10-24 19:47:33.493 +0700,http://yudopr.dev/,home,,Home,w78so04auu0n56pk7y861b3igobmspct
21287,2024-10-24 19:19:49.357 +0700,http://yudopr.dev/,home,,Home,xda66rvi3bzigdr8otqftrl4s73649jn
21286,2024-10-24 17:26:03.361 +0700,http://yudopr.dev/.env.bak/,"404",,Halaman tidak ditemukan,ryqbdj42o6lpfbmqantcleqia0m3ly33
21285,2024-10-24 17:26:02.204 +0700,http://yudopr.dev/test.php/,"404",,Halaman tidak ditemukan,"2l6guh5qef7ch6nkdbd9y3t57dz1hwxy"
21284,2024-10-24 17:25:59.518 +0700,http://yudopr.dev/aws.yml/,"404",,Halaman tidak ditemukan,"2ropftcrnxj6n4lp9cc1mrh9f2oicnxo"
21283,2024-10-24 17:25:57.938 +0700,http://yudopr.dev/phpinfo/,"404",,Halaman tidak ditemukan,xsoph69xydti02c5h81r6jin7g1wahkj
21282,2024-10-24 17:25:56.774 +0700,http://yudopr.dev/info.php/,"404",,Halaman tidak ditemukan,h2b5t74jk9kj2jxiie5s006pzi1jpoo0
21281,2024-10-24 17:25:55.411 +0700,http://yudopr.dev/phpinfo.php/,"404",,Halaman tidak ditemukan,r1eze7z5gxf69rjxs4envrwz3wlo0mst
21280,2024-10-24 17:25:30.150 +0700,http://yudopr.dev/blog/,blog,,,kp8r2quiej4rwr2e69q5hsb2u4izj9yx
21279,2024-10-24 17:24:27.563 +0700,http://yudopr.dev/sitemap.txt/,"404",,Halaman tidak ditemukan,vxdeewwfd7uja48kxwmu2lbhkmlg9yua
21278,2024-10-24 17:22:22.409 +0700,http://yudopr.dev/blog/cara-install-wsl2/,blog,cara-install-wsl2,Cara Install WSL2 (How to Install WSL2),bxyykds3uikbejsgkc5tynasfu930ov1
21277,2024-10-24 17:03:33.079 +0700,http://yudopr.dev/feed/,"404",,Halaman tidak ditemukan,khstl3mn2752368vgluyn7bvlu5jm6jp
21276,2024-10-24 16:31:02.660 +0700,http://yudopr.dev/feed/,"404",,Halaman tidak ditemukan,z18966hh51shv5u35fzupy6pnorkpbx4
21275,2024-10-24 16:26:31.633 +0700,http://yudopr.dev/sitemap.txt/,"404",,Halaman tidak ditemukan,o4ypuge7aldjha3v7f7ggcpagdsr62tq
21274,2024-10-24 15:46:35.487 +0700,http://yudopr.dev/,home,,Home,"95dw8xo0c2coo27h3px0lz9k6cf1am84"
21273,2024-10-24 15:37:21.259 +0700,http://yudopr.dev/,home,,Home,nv5wachbkxpifth0hlkv38oee6seaodl
21272,2024-10-24 15:32:31.313 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),tk75pypdnfinkk98fq18ka71j9yfxcsb
21271,2024-10-24 15:26:39.739 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),g0ry0sa95kiipeq81al6919uxwuzl1vr
21270,2024-10-24 15:25:57.201 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),lq2qaciv3s4utioeuloq52dxntr79yzr
21269,2024-10-24 15:25:16.811 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),k73prjui7d8z5auzlpnvl10ge31z9pry
21268,2024-10-24 15:24:14.590 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),ox916s4kmvzuerfkskos4elakiudwmra
21267,2024-10-24 14:54:48.918 +0700,http://yudopr.dev/,home,,Home,o063equdlt1brrzgza72ooy0j9s5q9q0
21266,2024-10-24 14:54:16.307 +0700,http://yudopr.dev/,home,,Home,carszqjdtzl1kv9wnz7yuh7kulwi2ki1
21265,2024-10-24 13:10:15.218 +0700,http://yudopr.dev/wp-login.php/,"404",,Halaman tidak ditemukan,of05iji7aij16mi09nahuj14eweb1c5z
21264,2024-10-24 12:54:14.484 +0700,http://yudopr.dev/blog/k-means/,blog,k-means,K-Means: Algoritma Clustering Populer untuk Analisis Data (K-Means: A Popular Clustering Algorithm for Data Analysis),jfvfjyj4pmd4zvzu8von23nyy8mg94kd
21263,2024-10-24 10:54:23.206 +0700,http://yudopr.dev/,home,,Home,"6q9tw8hja5ue8mq1mmt6dbecr63hgem2"
21262,2024-10-24 10:02:57.906 +0700,http://yudopr.dev/files/,"404",,Halaman tidak ditemukan,buwb9cfq3lnnmoccyxhcv0dk8e0r44wt
21261,2024-10-24 10:02:38.674 +0700,http://yudopr.dev/images/,"404",,Halaman tidak ditemukan,"425yvzx43hu1qnkalsl1rzgnrbxz4y2u"
21260,2024-10-24 10:02:11.207 +0700,http://yudopr.dev/uploads/,"404",,Halaman tidak ditemukan,ry53nbwupco9s2ax1z6agr7uvgye9en0
21259,2024-10-24 10:01:24.798 +0700,http://yudopr.dev/.well-known/,"404",,Halaman tidak ditemukan,dt4h4zq9u5ok3xo0w4wkity7h7e9o6c8
21258,2024-10-24 09:58:04.096 +0700,http://yudopr.dev/,home,,Home,pownz0q7e3p9s9v82o0cfalcpt48e5ta
21257,2024-10-24 09:57:57.739 +0700,http://yudopr.dev/,home,,Home,ptcs9yw26hnmt1tnyqax42s74krkf6an
21256,2024-10-24 09:57:57.703 +0700,http://yudopr.dev/,home,,Home,bbjcnrtvenmho7t7k0rdhfz9ba55a700
21255,2024-10-24 09:39:36.251 +0700,http://yudopr.dev/feed/,"404",,Halaman tidak ditemukan,"3itgprpmvebkovi2j07bz1sfh386frme"
21254,2024-10-24 08:27:52.057 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),akqn5xsoby42ebew9z2yu85a1wqqy8hi
21253,2024-10-24 07:58:50.162 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),xrcabug4qnmfk4hri01vxftoloncb5zs
21252,2024-10-24 07:45:45.312 +0700,http://yudopr.dev/,home,,Home,mlz5lqrq9xc0k2mkf4exvcv8czenn7sj
21251,2024-10-24 07:45:40.492 +0700,http://yudopr.dev/,home,,Home,mlz5lqrq9xc0k2mkf4exvcv8czenn7sj
21250,2024-10-24 07:42:48.010 +0700,http://yudopr.dev/blog/k-means/,blog,k-means,K-Means: Algoritma Clustering Populer untuk Analisis Data (K-Means: A Popular Clustering Algorithm for Data Analysis),ljeszlq4xnirx9e17zet7ah942aqdeky
21249,2024-10-24 06:58:41.645 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),qtxh5sc5766z6z4fq6da71n7kaeq8ess
21248,2024-10-24 06:36:26.409 +0700,http://yudopr.dev/,home,,Home,l97bq8m27bfo0vp4dsbaele2o2lfcl1b
21247,2024-10-24 06:11:12.839 +0700,http://yudopr.dev/,home,,Home,l23ri1j3pd5wa2igy2fdxujykia03ya0
21246,2024-10-24 05:59:58.455 +0700,http://yudopr.dev/blog/ukuran-pemusatan-data/,blog,ukuran-pemusatan-data,Ukuran Pemusatan Data (Central Tendency),dedemya50g3dw9nn5rzzcnc7szd3bn4m
21245,2024-10-24 03:56:09.001 +0700,http://yudopr.dev/blog/belajar-sql/,blog,belajar-sql,Belajar SQL (Learn SQL),"52esnuhdpn1pf6dszhbk9hz0m9yibkr6"
21244,2024-10-24 03:56:08.216 +0700,http://yudopr.dev/blog/belajar-sql/,blog,belajar-sql,Belajar SQL (Learn SQL),"52esnuhdpn1pf6dszhbk9hz0m9yibkr6"
21243,2024-10-24 03:56:05.938 +0700,http://yudopr.dev/blog/koleksi-dataset/,blog,koleksi-dataset,Koleksi Dataset (Dataset and Database Collections),"52esnuhdpn1pf6dszhbk9hz0m9yibkr6"
21242,2024-10-24 03:56:05.159 +0700,http://yudopr.dev/blog/koleksi-dataset/,blog,koleksi-dataset,Koleksi Dataset (Dataset and Database Collections),"52esnuhdpn1pf6dszhbk9hz0m9yibkr6"
21241,2024-10-24 03:56:03.737 +0700,http://yudopr.dev/blog/,blog,,,"52esnuhdpn1pf6dszhbk9hz0m9yibkr6"
21240,2024-10-24 03:56:01.669 +0700,http://yudopr.dev/,home,,Home,"52esnuhdpn1pf6dszhbk9hz0m9yibkr6"
21239,2024-10-24 02:32:42.414 +0700,http://yudopr.dev/,home,,Home,"5b27a82g7wli3ymulv3a6ehsdqpao3z6"
21238,2024-10-24 02:29:52.706 +0700,http://yudopr.dev/,home,,Home,v82wzbxs4m1v2fnqh6atycfzt8pvy3ic
21237,2024-10-24 00:39:14.041 +0700,http://yudopr.dev/feed/,"404",,Halaman tidak ditemukan,shrd0eqg1ixis21eufg0siz6igjo5wbl
21236,2024-10-23 23:52:11.730 +0700,http://yudopr.dev/,home,,Home,epobw2sxd493yd045lbur93wvsxfpi8x
21235,2024-10-23 23:41:04.221 +0700,http://yudopr.dev/blog/menganalisis-data-dari-tiktok/,blog,menganalisis-data-dari-tiktok,Menganalisis Data dari TikTok (Analyzing Data from TikTok),"8swh8vi8oz15v4n4yek6w0np9nip69xe"
21234,2024-10-23 23:19:33.846 +0700,http://yudopr.dev/blog/,blog,,,qc0gsvpjpo92g67k3xchjfj3raui9ee0
21233,2024-10-23 23:17:18.513 +0700,http://yudopr.dev/,home,,Home,"5nydf39g3rpiundsnnuo4zzig93mhuwx"
21232,2024-10-23 23:05:21.733 +0700,http://yudopr.dev/.env/,"404",,Halaman tidak ditemukan,b8h8q6amyvh7mk84qd7wrx5a24osa6dl
21231,2024-10-23 22:29:11.440 +0700,http://yudopr.dev/,home,,Home,"0op27ir006l0ry61c6eibxzdl1dslfma"
21230,2024-10-23 21:59:20.263 +0700,http://yudopr.dev/,home,,Home,"9ymissf1njjoslxzvz6gquw1nykg4osw"
21229,2024-10-23 21:59:07.624 +0700,http://yudopr.dev/,home,,Home,yuczyd75h935ncuuh8wy4ti94gip1s07
21228,2024-10-23 21:57:46.688 +0700,http://yudopr.dev/,home,,Home,"7vkamux97zuotxe96xzimhk3d5fmyje8"
21227,2024-10-23 21:56:34.196 +0700,http://yudopr.dev/?rest_route=/wp/v2/users/,home,,Home,"68e82lm5kg3947g5rvgqj1kfex5f8h9i"
21226,2024-10-23 21:56:33.534 +0700,http://yudopr.dev/?rest_route=/wp/v2/users/,home,,Home,"6cih7a2zti1ym3ldvfewk6z19sglkj8a"
21225,2024-10-23 21:56:20.975 +0700,http://yudopr.dev/,home,,Home,br28b9q0yd0h4hjz3zl189qky32m94l6
21224,2024-10-23 21:56:20.490 +0700,http://yudopr.dev/,home,,Home,"4p5e8urnq3oodzcj1x9fs4w7vqidrw0y"
21223,2024-10-23 21:56:20.267 +0700,http://yudopr.dev/,home,,Home,o525z0b4rxtsoa7sxr8lrkqodq88091i
21222,2024-10-23 21:56:19.309 +0700,http://yudopr.dev/,home,,Home,"1ibd232ryxz3eg4nlua4v0ipdv0nsler"
21221,2024-10-23 21:56:18.905 +0700,http://yudopr.dev/,home,,Home,"8pzj9mgefq2dr44pkipt1x53l7ok9ztj"
21220,2024-10-23 21:56:18.851 +0700,http://yudopr.dev/,home,,Home,dcyb48kppdv8xoi90cxz6naw95en2ta9
21219,2024-10-23 21:56:13.310 +0700,http://yudopr.dev/,home,,Home,atvq084hx1z8raqecmi930nywywtfkjg
21218,2024-10-23 21:56:05.147 +0700,http://yudopr.dev/,home,,Home,yz948scezg4znqncqbckfq5a271ata7r
21217,2024-10-23 20:50:51.215 +0700,http://yudopr.dev/,home,,Home,"9i0cwnh0p9n5o7q15ocpqkunsimodo98"
21216,2024-10-23 19:30:55.548 +0700,http://yudopr.dev/blog/k-means/,blog,k-means,K-Means: Algoritma Clustering Populer untuk Analisis Data (K-Means: A Popular Clustering Algorithm for Data Analysis),odcgv71s0kzgts54i89fw9qz6t00xbz6
21215,2024-10-23 18:28:13.709 +0700,http://yudopr.dev/,home,,Home,fjizwvbiha33679s3wetcttszvh7t8hk
